Whse,ItemCode,ItemDescription,DisplayDescription,CommodityCode,CommodityClass,ItemCode,OHQty,AllocQty,AvailQty,WAC,ExtWAC,Loc1,Loc2,Loc3,Manufacturer,MfrPartNumber
01SHU,QPP684B-SA-RF,CARD DE-3/4 MULT TR OCU/DP,,NETWORK,PIC,|QPP684B-SA-RF,7,0,7,1,7,1,,,NORTEL,QPP684B
01SHU,QPP684A-RF,CARD DE-3/4 MULT TR OCU/DP,,NETWORK,PIC,|QPP684A-RF,7,0,7,1,7,1,,,NORTEL,QPP684A
01SHU,QPP601E-RF,CARD 4WSF/FX/EM CU,,NETWORK,PIC,|QPP601E-RF,5,0,5,1,5,1,,,NORTEL,QPP601E
01SHU,QPP574B-SA-RF,CARD DE-4 DSO/DP DSO LVL T,,NETWORK,PIC,|QPP574B-SA-RF,5,0,5,1,5,1,,,NORTEL,QPP574B
01SHU,QPP566A-RF,CARD DE-4 BLANK UNIT,,NETWORK,PIC,|QPP566A-RF,6,0,6,1,6,1,,,NORTEL,QPP566A
01SHU,QPP565A-RF,PIC DE-4 8/15KHZ PC/RECV,,NETWORK,PIC,|QPP565A-RF,3,0,3,1,3,1,,,NORTEL,QPP565A
01SHU,QPP558A-RF,CARD DE-4 TIMING SUPPLY UNIT,,NETWORK,PIC,|QPP558A-RF,6,0,6,1,6,1,,,NORTEL,QPP558A
01SHU,9DD-8231-910-RF,CARD D448 2W FXS W/GT CLASS DU,,NETWORK,PIC,|9DD-8231-910-RF,10,0,10,1,10,1,,,COMMUNICATION TEST DESIGN,9DD-8231-910-RF
01SHU,QPP556A-RF,CARD DE-4 LINE DRIVER/LDU,,NETWORK,PIC,|QPP556A-RF,13,0,13,1,13,1,,,NORTEL,QPP556A
01SHU,QPP555A-RF,CARD TRANSCEIVER DE-4,,NETWORK,PIC,|QPP555A-RF,10,0,10,1,10,1,,,NORTEL,QPP555A
01SHU,QPP551B-SA-RF,CARD DE-4 OCU/DP OFFICE CHAN 4,,NETWORK,PIC,|QPP551B-SA-RF,1,0,1,1,1,1,,,NORTEL,QPP551B
01SHU,QPP542B-SD-RF,PIC DMS-1 FREQUENCY SELV OFFIC,,NETWORK,PIC,|QPP542B-SD-RF,1,0,1,1,1,1,,,NORTEL,QPP542B
01SHU,QPP537B-RF,CARD 4W E&M CU,,NETWORK,PIC,|QPP537B-RF,6,0,6,1,6,1,,,NORTEL,QPP537B
01SHU,9LA8230910-RF,CARD 2-WIRE FXO CHAN UNIT,,NETWORK,PIC,|9LA8230910-RF,21,0,21,1,21,1,,,COMMUNICATION TEST DESIGN,9LA-8230-910
01SHU,QPP501B,PIC DE-4 2W FXS,,NETWORK,PIC,|QPP501B,3,0,3,1,3,1,,,NORTHERN TEL,QPP501B
01SHU,QPP499A,PIC DMS-1 PROTECTION SWITCH OF,,NETWORK,PIC,|QPP499A,1,0,1,1,1,1,,,NORTEL,QPP499A
01SHU,QPP496A-RF,PIC DMS-1 BUFFER,,NETWORK,PIC,|QPP496A-RF,1,0,1,1,1,1,,,NORTEL,QPP496A
01SHU,QPP475B-SA-RF,CARD DE-4 4W ETO CHANNEL UNIT,,NETWORK,PIC,|QPP475B-SA-RF,6,0,6,1,6,1,,,NORTEL,QPP475B
01SHU,QPP475A,PIC DE-4 4W ETO CHANNEL UNIT,,NETWORK,PIC,|QPP475A,2,0,2,1,2,1,,,NORTHERN TEL,QPP475A
01SHU,QPP474A-SC-RF,CARD DE-4 4W FXS/AMPLIFIER EQU,,NETWORK,PIC,|QPP474A-SC-RF,2,0,2,1,2,1,,,NORTEL,QPP474A
01SHU,QPP473A-RF,CARD DE-4 FXS/AMPLIFIER EQUALI,,NETWORK,PIC,|QPP473A-RF,3,0,3,1,3,1,,,NORTEL,QPP473A
01SHU,QPP472A-RF,CARD DE-4 4-WIRE TDM CHANNEL U,,NETWORK,PIC,|QPP472A-RF,14,0,14,1,14,1,,,NORTEL,QPP472A
01SHU,QPP471A-RF,CARD DE-4 2W FXO,,NETWORK,PIC,|QPP471A-RF,24,0,24,1,24,1,,,NORTEL,QPP471A
01SHU,QPP470A-RF,CARD DE-4 2W FXS,,NETWORK,PIC,|QPP470A-RF,20,0,20,1,20,1,,,NORTEL,QPP470A
01SHU,QPP439CSB,PIC DMS-1 LINE PWR CONVERTER,,NETWORK,PIC,|QPP439CSB,3,0,3,1,3,1,,,NORTEL,QPP439C
01SHU,QPP439C-SC-RF,CARD DMS-1 LINE POWER CONVERTE,,NETWORK,PIC,|QPP439C-SC-RF,2,0,2,1,2,1,,,NORTEL,QPP439C
01SHU,QPP432A,PIC DMS-1 B-WORD GENERATOR,,NETWORK,PIC,|QPP432A,2,0,2,1,2,1,,,NORTEL,QPP432A
01SHU,QPP431F,PIC DMS-1 SYSTEM CONTROLLER,,NETWORK,PIC,|QPP431F,1,0,1,1,1,1,,,NORTEL,QPP431F
01SHU,QPP424B-RF,CARD DMS-1 LINE TEST OFFICE,,NETWORK,PIC,|QPP424B-RF,1,0,1,1,1,1,,,NORTEL,QPP424B
01SHU,QPP419A-RF,PIC DMS-1 DIGR,,NETWORK,PIC,|QPP419A-RF,2,0,2,1,2,1,,,NORTEL,QPP419A
01SHU,QPP417A,PIC ADDRESS CONTROL DMS-1 RURA,,NETWORK,PIC,|QPP417A,1,0,1,1,1,1,,,NORTHERN TEL,QPP417A
01SHU,QPP413A-RF,CARD DMS-1 DRIVER,,NETWORK,PIC,|QPP413A-RF,1,0,1,1,1,1,,,NORTEL,QPP413A
01SHU,QPP374C-RF,CARD DE-4 FUSE/ALM2,,NETWORK,PIC,|QPP374C-RF,9,0,9,1,9,1,,,NORTEL,QPP374C
01SHU,9N08710000-RF,PIC CE LDU BYPASS UNIT DE4E,,NETWORK,PIC,|9N08710000-RF,2,0,2,1,2,1,,,COMMUNICATION TEST DESIGN,9N0-8710-000
01SHU,QPP373A-RF,CARD DE-4 FUSE/ALM1,,NETWORK,PIC,|QPP373A-RF,17,0,17,1,17,1,,,NORTEL,QPP373A
01SHU,QPP367B-RF,CARD DE-4 2W EM CHAN/900,,NETWORK,PIC,|QPP367B-RF,2,0,2,1,2,1,,,NORTEL,QPP367B
01SHU,QPP366B-RF,CARD DE-4 2W E&M 600OHM CH UN,,NETWORK,PIC,|QPP366B-RF,6,0,6,1,6,1,,,NORTEL,QPP366B
01SHU,QPP365B-RF,CARD DE-4 4W EM CHAN/PLR,,NETWORK,PIC,|QPP365B-RF,12,0,12,1,12,1,,,NORTEL,QPP365B
01SHU,QPP358B1-RF,CARD DE-4 2W E&M CHAN,,NETWORK,PIC,|QPP358B1-RF,2,0,2,1,2,1,,,NORTEL,QPP358B1
01SHU,QPP358B,PIC DE-4 2W E&M CHAN,,NETWORK,PIC,|QPP358B,1,0,1,1,1,1,,,NORTEL,QPP358B
01SHU,QPP357B-RF,CARD DE-4 4W EM CHAN,,NETWORK,PIC,|QPP357B-RF,3,0,3,1,3,1,,,NORTEL,QPP357B
01SHU,QPP356G2-RF,CARD DE-4 2W DPT W/EXTENDED RI,,NETWORK,PIC,|QPP356G2-RF,7,0,7,1,7,1,,,NORTEL,QPP356G2
01SHU,QPP356F-SF-RF,CARD DE-4 2-WIRE DPT CHANNEL U,,NETWORK,PIC,|QPP356F-SF-RF,17,0,17,1,17,1,,,NORTEL,QPP356F
01SHU,QPP355G-RF,CARD NO-RPLMNT SDPO CU LOOP,,NETWORK,PIC,|QPP355G-RF,5,0,5,1,5,1,,,NORTEL,QPP355G
01SHU,QPP353B-SA-RF,CARD DE-4 PWR CONVR,,NETWORK,PIC,|QPP353B-SA-RF,3,0,3,1,3,1,,,NORTEL,QPP353B
01SHU,QPP352C-RF,CARD DE-4 ALARM/MAIN UNIT,,NETWORK,PIC,|QPP352C-RF,11,0,11,1,11,1,,,NORTEL,QPP352C
01SHU,QPP350C-RF,CARD DE-4 TRANSMIT CHANNEL UNI,,NETWORK,PIC,|QPP350C-RF,10,0,10,1,10,1,,,NORTEL,QPP350C
01SHU,QPC85D-SC-RF,CARD DMS-1 5/12V CONVERTER,,NETWORK,PIC,|QPC85D-SC-RF,3,0,3,1,3,1,,,NORTEL,QPC85D-SC
01SHU,QPA165F-RF,CARD DPN PWR CONVERTER AM/RM,,NETWORK,PIC,|QPA165F-RF,1,0,1,1,1,1,,,NORTEL,QPA165F
01SHU,QFC-D3LDFC-RF,CARD DS1 QUAD FBR LP CONVR,,NETWORK,PIC,|QFC-D3LDFC-RF,2,0,2,1,2,1,,,COMMSCOPE,QFC-D3LDFC
01SHU,P30059,C-LINE 120VAC/130VDC,,NETWORK,PIC,|P30059,1,0,1,1,1,1,,,SNC,P30059
01SHU,PWRMX4801600DCSE,PIC DC PWR SUPPLY,,NETWORK,PIC,|PWRMX4801600DCSE,1,0,1,1,1,1,,,JUNIPER NETWORKS,PWR-MX480-1600-DC-S-E
01SHU,9PR-8112-DSX-RF,CARD IMACS WAN LINE INTTERFACE,,NETWORK,PIC,|9PR-8112-DSX-RF,2,0,2,1,2,1,,,COMMUNICATION TEST DESIGN,9PR-8112-DSX
01SHU,PWP29L2REVH,PIC EBS-CX D4 RT CHAN UN,,NETWORK,PIC,|PWP29L2REVH,6,0,6,1,6,1,,,PULSECOM,PWP29-L2
01SHU,PWP29L2REVD,PIC CARD EBS-CX D4 RT CHAN UN,,NETWORK,PIC,|PWP29L2REVD,2,0,2,1,2,1,,,PULSECOM,PWP29-L2
01SHU,PWP20,CARD UNIT CHANNEL SINGLE PARTY,,NETWORK,PIC,|PWP20,7,0,7,1,7,1,,,PULSECOM,PWP20
01SHU,9SA-CHAS-000,CHASSIS W/BACKPLANE SHARK  XSP,,NETWORK,PIC,|9SA-CHAS-000,4,0,4,1,4,1,,,COMMUNICATION TEST DESIGN,9SA-CHAS-000
01SHU,PWP19-L2,CARD PWP 19L2 ENHANCED B,,NETWORK,PIC,|PWP19-L2,1,0,1,1,1,1,,,PULSECOM,PWP19-L2
01SHU,9SA-FXS0-V01-RF,CARD XSP-100 8-CKT FXS,,NETWORK,PIC,|9SA-FXS0-V01-RF,4,0,4,1,4,1,,,COMMUNICATION TEST DESIGN,9SA-FXS0-V01
01SHU,9SA-PWEX-000-RF,CARD PWER SUPPLY EXTERNAL,,NETWORK,PIC,|9SA-PWEX-000-RF,4,0,4,1,4,1,,,COMMUNICATION TEST DESIGN,9SA-PWEX-000
01SHU,9SA-PW00-000-RF,CARD XSP-100 POWER SUPPLY RING,,NETWORK,PIC,|9SA-PW00-000-RF,5,0,5,1,5,1,,,COMMUNICATION TEST DESIGN,9SA-PW00-000
01SHU,PS000016B01,PIC POWER SUPPLY UNIT BMR1200A,,NETWORK,PIC,|PS000016B01,1,0,1,1,1,1,,,BIGBAND NETWORKS INC,PS000016B01
01SHU,PSX0164I1,POWER SUPPLY 828A,,NETWORK,PIC,|PSX0164I1,1,0,1,1,1,1,,,TELCO SYSTEMS,PSX016-4-I1
01SHU,PSX010-1-RF,PIC SUPPLY POWER M/D RE-USE ON,,NETWORK,PIC,|PSX010-1-RF,1,0,1,1,1,1,,,TELCO SYSTEMS,PSX010-1
01SHU,PS-4100-01,PIC WILCOM POTS SPLITTER CARD,,NETWORK,PIC,|PS-4100-01,1,0,1,1,1,1,,,WILCOM,PS-4100-01
01SHU,PE201-18-1,CARD ANCTR ALARM-LOGIC E/W STA,,NETWORK,PIC,|PE201-18-1,1,0,1,1,1,1,,,PULEO INC,PE201-18-1
01SHU,9SA-PW01-000-RF,CARD INTERNAL PWR SUPPLY W/RNG,,NETWORK,PIC,|9SA-PW01-000-RF,7,0,7,1,7,1,,,COMMUNICATION TEST DESIGN,9SA-PW01-000-RF
01SHU,PCAU-L2D,PIC PROGRAM AUDIO CHAN UNIT 5-,,NETWORK,PIC,|PCAU-L2D,3,0,3,1,3,1,,,PULSECOM,PCAU-L2D
01SHU,PCAU,PROG CHAN ACC UN,,NETWORK,PIC,|PCAU,3,0,3,1,3,1,,,PULSECOM,PCAU
01SHU,PB4GESFPA,PIC 4-PT GE W/SFP OPT,,NETWORK,PIC,|PB4GESFPA,1,0,1,1,1,1,,,JUNIPER NETWORKS,PB-4GE-SFP-A
01SHU,PA-00010-01,CARD OC12 IR ADAPTER 1-PORT,,NETWORK,PIC,|PA-00010-01,1,0,1,1,1,1,,,CIENA,PA-00010-01
01SHU,9SA-RTR0-V01-RF,CARD SHARK XSP-100 CPU,,NETWORK,PIC,|9SA-RTR0-V01-RF,7,0,7,1,7,1,,,COMMUNICATION TEST DESIGN,9SA-RTR0-V01
01SHU,OIU17D3,CARD DISCS OPTICAL INTERFACE U,,NETWORK,PIC,|OIU17D3,2,0,2,1,2,1,,,RELIABLE ELECTRIC,OIU17D3
01SHU,OIU-2E-I1,D4 OFC INTFC UN,,NETWORK,PIC,|OIU-2E-I1,4,0,4,1,4,1,,,TOLLGRADE,OIU-2E-I1
01SHU,OC34SMIOB,CTF MODULE OC3 4 PRT SM,,NETWORK,PIC,|OC34SMIOB,4,0,4,1,4,1,,,JUNIPER NETWORKS,OC3-4SM_I/O-B
01SHU,OC3OC12POSC,CTF CARD 4-OC3 1-OC12 POS LN M,,NETWORK,PIC,|OC3OC12POSC,2,0,2,1,2,1,,,JUNIPER NETWORKS,OC3/OC12-POS
01SHU,OCU-DPL9,D4-OCUDP CHANNEL CARD MFD,,NETWORK,PIC,|OCU-DPL9,3,0,3,1,3,1,,,PULSECOM,OCU-DPL9
01SHU,OCU-DPL6-RF,CARD CHANNEL D4-OCUDP,,NETWORK,PIC,|OCU-DPL6-RF,3,0,3,1,3,1,,,PULSECOM,OCU-DPL6
01SHU,N8709-000-RF,PIC DE4 POWER SUPPLY CE PSUPLU,,NETWORK,PIC,|N8709-000-RF,4,0,4,1,4,1,,,COMMUNICATION TEST DESIGN,N8709-000
01SHU,N8704-000-RF,CARD CE TIMING SUPPLY UNIT,,NETWORK,PIC,|N8704-000-RF,2,0,2,1,2,1,,,COMMUNICATION TEST DESIGN,N8704-000
01SHU,N8250-000-RF,CARD CHANNEL UNIT 2W DCU DYNAM,,NETWORK,PIC,|N8250-000-RF,3,0,3,1,3,1,,,COMMUNICATION TEST DESIGN,N8250-000
01SHU,N8241-910-RF,CARD CHANNEL UNIT 2W PLAR FX,,NETWORK,PIC,|N8241-910-RF,10,0,10,1,10,1,,,COMMUNICATION TEST DESIGN,N8241-910
01SHU,N8240-910-RF,CARD CHANNEL UNIT 2W DPT/GT,,NETWORK,PIC,|N8240-910-RF,8,0,8,1,8,1,,,COMMUNICATION TEST DESIGN,N8240-910
01SHU,N8230000-RF,CARD DE-4 2W FX0 CHAN UN,,NETWORK,PIC,|N8230000-RF,14,0,14,1,14,1,,,COMMUNICATION TEST DESIGN,N8230-000
01SHU,N8230-910-RF,CARD 2WFXO CHANNEL UNIT,,NETWORK,PIC,|N8230-910-RF,2,0,2,1,2,1,,,COMMUNICATION TEST DESIGN,N8230-910
01SHU,N8200-912-RF,CARD CHANNEL UNIT 2W ETO,,NETWORK,PIC,|N8200-912-RF,6,0,6,1,6,1,,,COMMUNICATION TEST DESIGN,N8200-912
01SHU,N8200-910-RF,CARD CHANNEL UNIT 2W ETO,,NETWORK,PIC,|N8200-910-RF,1,0,1,1,1,1,,,COMMUNICATION TEST DESIGN,N8200-910
01SHU,N8131-800-RF,PIC CHANNEL UNIT 4W FXS TSE,,NETWORK,PIC,|N8131-800-RF,2,0,2,1,2,1,,,COMMUNICATION TEST DESIGN,N8131-800
01SHU,N8100-802-RF,CARD 4W ETO CHANNEL UNIT,,NETWORK,PIC,|N8100-802-RF,10,0,10,1,10,1,,,COMMUNICATION TEST DESIGN,N8100-802
01SHU,N500A56,PIC N500A DSU/CSU,,NETWORK,PIC,|N500A56,1,0,1,1,1,1,,,NEC AMERICA,N500A-56
01SHU,NUL193,CARD SLC-5 ISDN AUX CH UN,,NETWORK,PIC,|NUL193,13,0,13,1,13,1,,,WESTELL,NUL193
01SHU,NT9X77AA,PIC DMS-100 STP INTERFACE,,NETWORK,PIC,|NT9X77AA,2,0,2,1,2,1,,,NORTEL,NT9X77AA
01SHU,NT9X76AA-S38-RF,CARD DMS-100E STP SIG TERM,,NETWORK,PIC,|NT9X76AA-S38-RF,1,0,1,1,1,1,,,NORTEL,NT9X76AA
01SHU,NT9X53AD-S11-RF,CARD DMS-100 E BUS SYSTEM CLOC,,NETWORK,PIC,|NT9X53AD-S11-RF,3,0,3,1,3,1,,,NORTEL,NT9X53AD-S11
01SHU,NT9X52AA-SAS-RF,CARD DMS-100E MSP T-BUS ACC,,NETWORK,PIC,|NT9X52AA-SAS-RF,1,0,1,1,1,1,,,NORTEL,NT9X52AA
01SHU,NT9X46AA S-42,DMS-100 DATAPATH BERT,,NETWORK,PIC,|NT9X46AA S-42,3,0,3,1,3,1,,,NORTEL,NT9X46AA
01SHU,NT9X32AA,PADDLEBOARD  MS LOADING,,NETWORK,PIC,|NT9X32AA,1,0,1,1,1,1,,,NORTEL,NT9X32AA
01SHU,NT9X31ABS03,PIC DMS100E PWR CONV,,NETWORK,PIC,|NT9X31ABS03,1,0,1,1,1,1,,,NORTEL,NT9X31AB
01SHU,NT9X30AB-RF,CONVERTER POWER 60 VOLT DC,,NETWORK,PIC,|NT9X30AB-RF,2,0,2,1,2,1,,,NORTEL,NT9X30AB
01SHU,NT9X26FA-S01-RF,CARD DMS-100 BRISC RTIF,,NETWORK,PIC,|NT9X26FA-S01-RF,1,0,1,1,1,1,,,NORTEL,NT9X26FA
01SHU,NT9X23AA-S60-RF,CARD DMS-100 DS30 4-PORT,,NETWORK,PIC,|NT9X23AA-S60-RF,2,0,2,1,2,1,,,NORTEL,NT9X23AA
01SHU,NT9X21AA,DMS-100 CM BUS TERMR,,NETWORK,PIC,|NT9X21AA,3,0,3,1,3,1,,,NORTEL,NT9X21AA
01SHU,NT9X19BA,DMS-100 FLR PDL/BD,,NETWORK,PIC,|NT9X19BA,2,0,2,1,2,1,,,NORTEL,NT9X19BA
01SHU,NT9X19AA,DMS-100 FAC PLT,,NETWORK,PIC,|NT9X19AA,2,0,2,1,2,1,,,NORTEL,NT9X19AA
01SHU,NT9X17AD-S06-RF,CARD DMS-100MS-4 PORT UNIV,,NETWORK,PIC,|NT9X17AD-S06-RF,3,0,3,1,3,1,,,NORTEL,NT9X17AD
01SHU,NT9X14DB-S01-RF,CARD DMS-100E 24MB MEMORY,,NETWORK,PIC,|NT9X14DB-S01-RF,3,0,3,1,3,1,,,NORTEL,NT9X14DB
01SHU,NT9X13HBS10,PIC DMS-100E CPU 40MHZ,,NETWORK,PIC,|NT9X13HBS10,1,0,1,1,1,1,,,NORTEL,NT9X13HB
01SHU,NT9X12ADS10,PIC CIRCUIT PACK PORT CARD,,NETWORK,PIC,|NT9X12ADS10,1,0,1,1,1,1,,,NORTHERN TEL,NT9X12AD
01SHU,NT9X12ABS10,PIC DMS-100E CPU PORT,,NETWORK,PIC,|NT9X12ABS10,1,0,1,1,1,1,,,NORTEL,NT9X12AB
01SHU,NT9P26CBS02,PIC DPN PROCESSOR ELEMENT,,NETWORK,PIC,|NT9P26CBS02,2,0,2,1,2,1,,,NORTEL,NT9P26CB
01SHU,NT8E19AA-RF,CARD OC3 1/2 HEIGHT CARRIER BO,,NETWORK,PIC,|NT8E19AA-RF,3,0,3,1,3,1,,,NORTEL,NT8E19AA
01SHU,9SA-XCON-V02-RF,CARD CROSS-CONN SHARK XSP100,,NETWORK,PIC,|9SA-XCON-V02-RF,3,0,3,1,3,1,,,COMMUNICATION TEST DESIGN,9SA-XCON-V02
01SHU,NT8E18AC,CARD CONTROLLER OC-48 SWITCH,,NETWORK,PIC,|NT8E18AC,14,0,14,1,14,1,,,NORTEL,NT8E18AC
01SHU,NT8E18AB,CARD FDN2400 SW CONT UNIT,,NETWORK,PIC,|NT8E18AB,4,0,4,1,4,1,,,NORTEL,NT8E18AB
01SHU,NT8E17AA-RF,CARD DS3 FDN2400,,NETWORK,PIC,|NT8E17AA-RF,27,0,27,1,27,1,,,NORTEL,NT8E17AA
01SHU,NT8E15AA,CARD SWITCHER OC-48 (24) DS-3/,,NETWORK,PIC,|NT8E15AA,17,0,17,1,17,1,,,NORTEL,NT8E15AA
01SHU,NT8E08BB,CARD FDN2400 OC3 OPT INTFC,,NETWORK,PIC,|NT8E08BB,1,0,1,1,1,1,,,NORTEL,NT8E08BB
01SHU,9SAPWEX002-RF,POWER SUPPLY EXTERNAL F /SHARK,,NETWORK,PIC,|9SAPWEX002-RF,3,0,3,1,3,1,,,COMMUNICATION TEST DESIGN,9SA-PWEX-002
01SHU,NT8E05CC-RF,CARD FDN2400 NET DEMUX MOD,,NETWORK,PIC,|NT8E05CC-RF,1,0,1,1,1,1,,,NORTEL,NT8E05CC
01SHU,NT8E05BB,CARD FDN2400 NET DEMUX,,NETWORK,PIC,|NT8E05BB,3,0,3,1,3,1,,,NORTEL,NT8E05BB
01SHU,9SAXCONV01,PIC CROSS-CONN SHARK,,NETWORK,PIC,|9SAXCONV01,2,0,2,1,2,1,,,CTDI,9SA-XCON-V01
01SHU,NT8D02GA-RF,PIC DIGITAL LINE REL 7 REFURB,,NETWORK,PIC,|NT8D02GA-RF,2,0,2,1,2,1,,,AVAYA/SCS,NT8D02GA
01SHU,NT7X05CA-S01-RF,CARD DMS-100 PERIPH REC LDR,,NETWORK,PIC,|NT7X05CA-S01-RF,3,0,3,1,3,1,,,NORTEL,NT7X05CA
01SHU,NT7H90CB,PIC UNIT NO REPL,,NETWORK,PIC,|NT7H90CB,1,0,1,1,1,1,,,NORTHERN TEL,NT7H90CB
01SHU,NT7H85CA-RF,CARD FMT-150 DS3 TRANSLATOR,,NETWORK,PIC,|NT7H85CA-RF,2,0,2,1,2,1,,,NORTEL,NT7H85CA
01SHU,NT7H80AE-RF,CARD SINGLEMODE TRANSCEIVER FM,,NETWORK,PIC,|NT7H80AE-RF,1,0,1,1,1,1,,,NORTEL,NT7H80AE
01SHU,NT7H75BB-RF,CARD FMT-150 SERVICE CHAN UN,,NETWORK,PIC,|NT7H75BB-RF,2,0,2,1,2,1,,,NORTEL,NT7H75BB
01SHU,NT7H69BD,PIC CARD 48V POWER CONV FTM-15,,NETWORK,PIC,|NT7H69BD,1,0,1,1,1,1,,,NORTEL,NT7H69BD
01SHU,NT7H66AA-RF,CARD DMT300 DS3 LBO MOD,,NETWORK,PIC,|NT7H66AA-RF,2,0,2,1,2,1,,,NORTEL,NT7H66AA
01SHU,NT7H63AA-RF,CARD DMT-300 DS1 LBO MODULE,,NETWORK,PIC,|NT7H63AA-RF,3,0,3,1,3,1,,,NORTEL,NT7H63AA
01SHU,NT7F29AA-S01-RF,PIC DTH-ROTL VF INTERFACE,,NETWORK,PIC,|NT7F29AA-S01-RF,2,0,2,1,2,1,,,NORTEL,NT7F29AA
01SHU,NT7F25AB-S01-RF,PIC DTH-ROTL D0 HANDLED,,NETWORK,PIC,|NT7F25AB-S01-RF,1,0,1,1,1,1,,,NORTEL,NT7F25AB
01SHU,NT7F23AB-S01-RF,CARD DTH-ROTL CENT PROCR,,NETWORK,PIC,|NT7F23AB-S01-RF,3,0,3,1,3,1,,,NORTEL,NT7F23AB
01SHU,NT7E55AA,MODULE FDN2400 OC48/12 FAN UNI,,NETWORK,PIC,|NT7E55AA,6,0,6,1,6,1,,,NORTEL,NT7E55AA
01SHU,9SB-T100-V01-RF,CARD XSP-100 T1-DSX/CSU (SHARK,,NETWORK,PIC,|9SB-T100-V01-RF,10,0,10,1,10,1,,,COMMUNICATION TEST DESIGN,9SB-T100-V01
01SHU,9SB-XC2T-V01-RF,CARD XCON W/ 2 T1 INTERFACES S,,NETWORK,PIC,|9SB-XC2T-V01-RF,7,0,7,1,7,1,,,COMMUNICATION TEST DESIGN,9SB-XC2T-V01
01SHU,NT7E36AA,CARD OC-12 RING OVERHEAD BRIDG,,NETWORK,PIC,|NT7E36AA,6,0,6,1,6,1,,,NORTEL,NT7E36AA
01SHU,NT7E35AA-RF,CARD S/DMS-TBM RNG LPBK,,NETWORK,PIC,|NT7E35AA-RF,3,0,3,1,3,1,,,NORTEL,NT7E35AA
01SHU,9SC-FXS0-V01-RF,CARD XSP-100 8-CKT FXS W/ STAN,,NETWORK,PIC,|9SC-FXS0-V01-RF,14,0,14,1,14,1,,,COMMUNICATION TEST DESIGN,9SC-FXS0-V01
01SHU,NT7E27DA-S06-RF,CARD FDN600 ESI,,NETWORK,PIC,|NT7E27DA-S06-RF,3,0,3,1,3,1,,,NORTEL,NT7E27DA
01SHU,NT7E25BAS06,PIC FDN600 ORDERWIRE CARD,,NETWORK,PIC,|NT7E25BAS06,1,0,1,1,1,1,,,NORTEL,NT7E25BA
01SHU,NT7E20CD-RF,CARD S/DMS TRANS NDE OC-12,,NETWORK,PIC,|NT7E20CD-RF,3,0,3,1,3,1,,,NORTEL,NT7E20CD
01SHU,NT7E19AAS09,MODULE EXT SYNC INTERFACE CARR,,NETWORK,PIC,|NT7E19AAS09,13,0,13,1,13,1,,,NORTHERN TEL,NT7E19AA
01SHU,NT7E19AAS07,PIC FDN600 ESI CARR,,NETWORK,PIC,|NT7E19AAS07,10,0,10,1,10,1,,,NORTEL,NT7E19AA
01SHU,NT7E19AAS05,PIC FDN600 ESI CARR,,NETWORK,PIC,|NT7E19AAS05,14,0,14,1,14,1,,,NORTEL,NT7E19AA
01SHU,NT7E14AA,CARD DS-3 I/O FDN600,,NETWORK,PIC,|NT7E14AA,130,0,130,1,130,1,,,NORTEL,NT7E14AA
01SHU,NT7E05BB,FDN600 OC-12 VT BW MGR,,NETWORK,PIC,|NT7E05BB,2,0,2,1,2,1,,,NORTEL,NT7E05BB
01SHU,NT7E04EA,CARD DS1/VT ASYNC MAPPER,,NETWORK,PIC,|NT7E04EA,12,0,12,1,12,1,,,NORTEL,NT7E04EA
01SHU,NT7E04AA,CARD DS-1 VT/MAPPER,,NETWORK,PIC,|NT7E04AA,2,0,2,1,2,1,,,NORTEL,NT7E04AA
01SHU,NT7E02PC-RF,CARD FDN600 LONG RCH CD,,NETWORK,PIC,|NT7E02PC-RF,5,0,5,1,5,1,,,NORTEL,NT7E02PC
01SHU,NT7E02JBS54,PIC FDN600 OC-12 INTFC CD,,NETWORK,PIC,|NT7E02JBS54,1,0,1,1,1,1,,,NORTEL,NT7E02JB
01SHU,NT7E02AK,FDN600 OCI-12 CARD,,NETWORK,PIC,|NT7E02AK,2,0,2,1,2,1,,,NORTEL,NT7E02AK
01SHU,9SC-RTR0-V01-RF,CARD SHARK XSP-100 NET MGMT,,NETWORK,PIC,|9SC-RTR0-V01-RF,24,0,24,1,24,1,,,COMMUNICATION TEST DESIGN,9SC-RTR0-V01
01SHU,NT7E01CCS35,PIC FDN-600 OC3 INTERFACE LR 1,,NETWORK,PIC,|NT7E01CCS35,4,0,4,1,4,1,,,NORTEL,NT7E01CC
01SHU,NT7B75GB93,PIC LS/DS ANALOG TRUNK CARTRID,,NETWORK,PIC,|NT7B75GB93,1,0,1,1,1,1,,,NORTHERN TEL,NT7B75GB93
01SHU,NT6X99AA-RF,CARD DMS-100 DATAPATH BERT,,NETWORK,PIC,|NT6X99AA-RF,5,0,5,1,5,1,,,NORTEL,NT6X99AA
01SHU,NT6X92BCS03,PIC DMS-100 TN RCVR,,NETWORK,PIC,|NT6X92BCS03,3,0,3,1,3,1,,,NORTEL,NT6X92BC
01SHU,NT6X72AB-RF,PIC DMS 100 HOST LK FRMTR,,NETWORK,PIC,|NT6X72AB-RF,2,0,2,1,2,1,,,NORTEL,NT6X72AB
01SHU,NT6X69AD,SPLITTER SINGLE LINE IN LINE,,NETWORK,PIC,|NT6X69AD,5,0,5,1,5,1,,,NORTEL,NT6X69AD
