"Co","Whse","ItemCode","ItemDescription","DisplayDescription","CommodityCode","CommodityClass","ItemCode","OHQty","AllocQty","AvailQty","WAC","ExtWAC","Loc1","Loc2","Loc3","Manufacturer","MfrPartNumber"
"  001","01SHU","NT3A35AC-RF","CARD UNIT SUPERVISORY DMS-1U","","NETWORK","PIC","|NT3A35AC-RF",4.0000,.0000,4.0000,1.000000,4.00,"1","","","NORTEL","NT3A35AC"
"  001","01SHU","AUA41BS1","PIC SLC-5 4W SINGLE CHANNEL","","NETWORK","PIC","|AUA41BS1",2.0000,.0000,2.0000,1.000000,2.00,"1","","","ALCATEL-LUCENT NORTH AMERICA","AUA41B"
"  001","01SHU","AUA39NI2","PIC CO TERM UVG CHAN SLCS5","","NETWORK","PIC","|AUA39NI2",1.0000,.0000,1.0000,1.000000,1.00,"1","","","WESTELL","AUA39NI2"
"  001","01SHU","AUA383-3-REV-B","CARD CHANNEL SINGLE PARTY POTS","","NETWORK","PIC","|AUA383-3-REV-B",5.0000,.0000,5.0000,1.000000,5.00,"1","","","PULSECOM","AUA38-3"
"  001","01SHU","AUA38-2-REV-B","CARD SINGLE PARTY POTS DL CU C","","NETWORK","PIC","|AUA38-2-REV-B",20.0000,.0000,20.0000,1.000000,20.00,"1","","","PULSECOM","AUA38-2"
"  001","01SHU","AUA36S1-RF","CARD PACK CKT UNIT","","NETWORK","PIC","|AUA36S1-RF",6.0000,.0000,6.0000,1.000000,6.00,"1","","","ALCATEL-LUCENT NORTH AMERICA","AUA36"
"  001","01SHU","AUA36BS2-RF","CARD UNIT SLC-5 2W DID CHNL","","NETWORK","PIC","|AUA36BS2-RF",2.0000,.0000,2.0000,1.000000,2.00,"1","","","ALCATEL-LUCENT NORTH AMERICA","AUA36B"
"  001","01SHU","AUA34CI2","PIC SLC-5 DS0 CHAN UN DAPR","","NETWORK","PIC","|AUA34CI2",2.0000,.0000,2.0000,1.000000,2.00,"1","","","WESTELL","AUA34CI2"
"  001","01SHU","AUA34C","PIC SLC-5 DS0 CHAN UN DAPR","","NETWORK","PIC","|AUA34C",1.0000,.0000,1.0000,1.000000,1.00,"1","","","WESTELL","AUA34C"
"  001","01SHU","AUA34BS2","PIC DSO CIRCUIT PACK AUA34B","","NETWORK","PIC","|AUA34BS2",13.0000,.0000,13.0000,1.000000,13.00,"1","","","ALCATEL-LUCENT NORTH AMERICA","AUA34B"
"  001","01SHU","AUA34BS1","PIC DSO CIRCUIT PACK AUA34B","","NETWORK","PIC","|AUA34BS1",9.0000,.0000,9.0000,1.000000,9.00,"1","","","ALCATEL-LUCENT NORTH AMERICA","AUA34B"
"  001","01SHU","AUA33S2","PIC SLC-5 COT COIN","","NETWORK","PIC","|AUA33S2",15.0000,.0000,15.0000,1.000000,15.00,"1","","","ALCATEL-LUCENT NORTH AMERICA","AUA33"
"  001","01SHU","AUA33BS1-RF","CARD SLC-5 COT COIN","","NETWORK","PIC","|AUA33BS1-RF",3.0000,.0000,3.0000,1.000000,3.00,"1","","","ALCATEL-LUCENT NORTH AMERICA","AUA33BS1"
"  001","01SHU","AUA3S3","PIC SLC-5 OFF TMG UN","","NETWORK","PIC","|AUA3S3",11.0000,.0000,11.0000,1.000000,11.00,"1","","","ALCATEL-LUCENT NORTH AMERICA","AUA3"
"  001","01SHU","AUA293SBI4","PIC SLC-5 COT/RT ISDN BRI CU","","NETWORK","PIC","|AUA293SBI4",5.0000,.0000,5.0000,1.000000,5.00,"1","","","WESTELL","AUA293SBI4"
"  001","01SHU","AUA293SBI3-RF","CARD BAS RTE INTFC","","NETWORK","PIC","|AUA293SBI3-RF",12.0000,.0000,12.0000,1.000000,12.00,"1","","","WESTELL","AUA293SBI3"
"  001","01SHU","NT3A37AA","CARD DMS-1U CONTROL EXTN","","NETWORK","PIC","|NT3A37AA",13.0000,.0000,13.0000,1.000000,13.00,"1","","","NORTEL","NT3A37AA"
"  001","01SHU","AUA293I2-RF","CARD ISDN INTFC CH SLC-2000","","NETWORK","PIC","|AUA293I2-RF",3.0000,.0000,3.0000,1.000000,3.00,"1","","","ALCATEL-LUCENT NORTH AMERICA","AUA293I2"
"  001","01SHU","AUA293","CARD BAS RTE INTFC ISDN CH","","NETWORK","PIC","|AUA293",4.0000,.0000,4.0000,1.000000,4.00,"1","","","ENGINUITY COMMUNICATIONS","AUA293"
"  001","01SHU","AUA253-REV-C","SLC-5 DL COIN UN RT","","NETWORK","PIC","|AUA253-REV-C",1.0000,.0000,1.0000,1.000000,1.00,"1","","","PULSECOM","AUA253"
"  001","01SHU","AUA252CI2","CARD SLC5/SLC2000 OCU DATPRTCF","","NETWORK","PIC","|AUA252CI2",11.0000,.0000,11.0000,1.000000,11.00,"1","","","TELTREND","AUA252CI2"
"  001","01SHU","AUA252C","PIC CARD SLC-5 ALL-RTE OCU DAP","","NETWORK","PIC","|AUA252C",12.0000,.0000,12.0000,1.000000,12.00,"1","","","WESTELL","AUA252C"
"  001","01SHU","AUA252","PIC SLC SER5 CHANNEL UN","","NETWORK","PIC","|AUA252",1.0000,.0000,1.0000,1.000000,1.00,"1","","","ALCATEL-LUCENT NORTH AMERICA","AUA252"
"  001","01SHU","AUA25S2","PIC PACK CKT S1-S2","","NETWORK","PIC","|AUA25S2",2.0000,.0000,2.0000,1.000000,2.00,"1","","","ALCATEL-LUCENT NORTH AMERICA","AUA25"
"  001","01SHU","AUA25B","CARD PACK CKT S1-S2","","NETWORK","PIC","|AUA25B",15.0000,.0000,15.0000,1.000000,15.00,"1","","","ALCATEL-LUCENT NORTH AMERICA","AUA25B"
"  001","01SHU","AUA24S2","PIC SLC-5 FAN CONTL UN","","NETWORK","PIC","|AUA24S2",21.0000,.0000,21.0000,1.000000,21.00,"1","","","ALCATEL-LUCENT NORTH AMERICA","AUA24S2"
"  001","01SHU","AUA24","UNIT FAN CONTROL","","NETWORK","PIC","|AUA24",5.0000,.0000,5.0000,1.000000,5.00,"1","","","ALCATEL-LUCENT NORTH AMERICA","AUA24"
"  001","01SHU","AUA233","SLC-5 DL COIN UN COT","","NETWORK","PIC","|AUA233",1.0000,.0000,1.0000,1.000000,1.00,"1","","","PULSECOM","AUA233"
"  001","01SHU","AUA21B-RF","CARD PACK CKT S1-S2","","NETWORK","PIC","|AUA21B-RF",1.0000,.0000,1.0000,1.000000,1.00,"1","","","ALCATEL-LUCENT NORTH AMERICA","AUA21B"
"  001","01SHU","NT3A38ABS8","PIC DMS-1U PWR CONVR (REL 8 RE","","NETWORK","PIC","|NT3A38ABS8",3.0000,.0000,3.0000,1.000000,3.00,"1","","","NORTHERN TEL","NT3A38AB"
"  001","01SHU","AUA193S","PIC BAS RTE INTERFACE CH UNIT","","NETWORK","PIC","|AUA193S",3.0000,.0000,3.0000,1.000000,3.00,"1","","","WESTELL","AUA193S"
"  001","01SHU","AUA193I2","PIC BAS RTE INTERFACE CH UNIT","","NETWORK","PIC","|AUA193I2",6.0000,.0000,6.0000,1.000000,6.00,"1","","","WESTELL","AUA193I2"
"  001","01SHU","AUA193BI2","PIC BAS RTE INTERFACE ISDN-BRI","","NETWORK","PIC","|AUA193BI2",2.0000,.0000,2.0000,1.000000,2.00,"1","","","WESTELL","AUA193BI2"
"  001","01SHU","AUA19","CARD PACK DIGITAL TEST UNIT RI","","NETWORK","PIC","|AUA19",13.0000,.0000,13.0000,1.000000,13.00,"1","","","ALCATEL-LUCENT NORTH AMERICA","AUA19"
"  001","01SHU","AUA18","CARD PACK CKT","","NETWORK","PIC","|AUA18",12.0000,.0000,12.0000,1.000000,12.00,"1","","","ALCATEL-LUCENT NORTH AMERICA","AUA18"
"  001","01SHU","AUA178I/3-REV-E","CARD SLC-5 POTS CU","","NETWORK","PIC","|AUA178I/3-REV-E",5.0000,.0000,5.0000,1.000000,5.00,"1","","","PULSECOM","AUA178I/3"
"  001","01SHU","AUA176-RF","CARD SLC-5 LINE TEST TRANSLATO","","NETWORK","PIC","|AUA176-RF",15.0000,.0000,15.0000,1.000000,15.00,"1","","","ALCATEL-LUCENT NORTH AMERICA","AUA176"
"  001","01SHU","AUA163-RF","CARD ELAST MEM UN","","NETWORK","PIC","|AUA163-RF",7.0000,.0000,7.0000,1.000000,7.00,"1","","","ALCATEL-LUCENT NORTH AMERICA","AUA163"
"  001","01SHU","AUA162-RF","CARD SLC5 SLAVE PACK LINE INTF","","NETWORK","PIC","|AUA162-RF",2.0000,.0000,2.0000,1.000000,2.00,"1","","","ALCATEL-LUCENT NORTH AMERICA","AUA162"
"  001","01SHU","AUA161S1-RF","CARD LINE INTRFAC UN","","NETWORK","PIC","|AUA161S1-RF",6.0000,.0000,6.0000,1.000000,6.00,"1","","","ALCATEL-LUCENT NORTH AMERICA","AUA161S1"
"  001","01SHU","AUA159S3","PIC SLC 5 CHANNEL UNIT","","NETWORK","PIC","|AUA159S3",9.0000,.0000,9.0000,1.000000,9.00,"1","","","ALCATEL-LUCENT NORTH AMERICA","AUA159"
"  001","01SHU","AUA159C","PIC SLC5 SPOTS CHANNEL UN","","NETWORK","PIC","|AUA159C",7.0000,.0000,7.0000,1.000000,7.00,"1","","","ALCATEL-LUCENT NORTH AMERICA","AUA159C"
"  001","01SHU","AUA159B","CARD SLC5 POTS CHANNEL UN","","NETWORK","PIC","|AUA159B",10.0000,.0000,10.0000,1.000000,10.00,"1","","","ALCATEL-LUCENT NORTH AMERICA","AUA159B"
"  001","01SHU","AUA158I3REVC","CARD SLC 5 POTS CU RT","","NETWORK","PIC","|AUA158I3REVC",3.0000,.0000,3.0000,1.000000,3.00,"1","","","PULSECOM","AUA158I/3"
"  001","01SHU","NT3A40AA-S07-RF","CARD DMS-1U TLK BATTERY FLT","","NETWORK","PIC","|NT3A40AA-S07-RF",1.0000,.0000,1.0000,1.000000,1.00,"1","","","NORTEL","NT3A40AA"
"  001","01SHU","AUA158I-REV-B","SLC-5 POTS CU","","NETWORK","PIC","|AUA158I-REV-B",10.0000,.0000,10.0000,1.000000,10.00,"1","","","PULSECOM","AUA158I"
"  001","01SHU","AUA158DS5B","PIC SLC5 POTS CHANNEL UNIT S1B","","NETWORK","PIC","|AUA158DS5B",14.0000,.0000,14.0000,1.000000,14.00,"1","","","ALCATEL-LUCENT NORTH AMERICA","AUA158D"
"  001","01SHU","AUA158DS5","PIC SLC5 POTS CHANNEL UNIT","","NETWORK","PIC","|AUA158DS5",54.0000,.0000,54.0000,1.000000,54.00,"1","","","ALCATEL-LUCENT NORTH AMERICA","AUA158D"
"  001","01SHU","AUA158C","CARD SLC5 RT POTS CHANNEL UNIT","","NETWORK","PIC","|AUA158C",20.0000,.0000,20.0000,1.000000,20.00,"1","","","ALCATEL-LUCENT NORTH AMERICA","AUA158C"
"  001","01SHU","AUA150C","CARD RT POTS 10762 C/F 8720423","","NETWORK","PIC","|AUA150C",8.0000,.0000,8.0000,1.000000,8.00,"1","","","ALCATEL-LUCENT NORTH AMERICA","AUA150C"
"  001","01SHU","AUA150","CARD 5ESS CU","","NETWORK","PIC","|AUA150",11.0000,.0000,11.0000,1.000000,11.00,"1","","","ALCATEL-LUCENT NORTH AMERICA","AUA150"
"  001","01SHU","AUA142-RF","CARD UNIT 2W ESPOTS FXO/DPT/TO","","NETWORK","PIC","|AUA142-RF",7.0000,.0000,7.0000,1.000000,7.00,"1","","","ALCATEL-LUCENT NORTH AMERICA","AUA142"
"  001","01SHU","AUA141-RF","CARD CP UNIT CC","","NETWORK","PIC","|AUA141-RF",12.0000,.0000,12.0000,1.000000,12.00,"1","","","ALCATEL-LUCENT NORTH AMERICA","AUA141"
"  001","01SHU","AUA13","PACK CKT","","NETWORK","PIC","|AUA13",5.0000,.0000,5.0000,1.000000,5.00,"1","","","ALCATEL-LUCENT NORTH AMERICA","AUA13"
"  001","01SHU","AUA115","CARD SLC-5 COT/RT LINE FUSE UN","","NETWORK","PIC","|AUA115",3.0000,.0000,3.0000,1.000000,3.00,"1","","","ALCATEL-LUCENT NORTH AMERICA","AUA115"
"  001","01SHU","AUA114S1","PIC PWR PACK CKT","","NETWORK","PIC","|AUA114S1",16.0000,.0000,16.0000,1.000000,16.00,"1","","","ALCATEL-LUCENT NORTH AMERICA","AUA114"
"  001","01SHU","AUA114","CARD CHANNEL FUSE UNIT COT/RT","","NETWORK","PIC","|AUA114",2.0000,.0000,2.0000,1.000000,2.00,"1","","","ALCATEL-LUCENT NORTH AMERICA","AUA114"
"  001","01SHU","NT3A41AD","CARD DMS-1U DYN CONT INTFC","","NETWORK","PIC","|NT3A41AD",2.0000,.0000,2.0000,1.000000,2.00,"1","","","NORTEL","NT3A41AD"
"  001","01SHU","AUA112S3","PIC TRANS/REC UN","","NETWORK","PIC","|AUA112S3",16.0000,.0000,16.0000,1.000000,16.00,"1","","","ALCATEL-LUCENT NORTH AMERICA","AUA112"
"  001","01SHU","AUA111S5","PIC TRANS/REC UN","","NETWORK","PIC","|AUA111S5",8.0000,.0000,8.0000,1.000000,8.00,"1","","","ALCATEL-LUCENT NORTH AMERICA","AUA111"
"  001","01SHU","AUA111S4","PIC TRANS/REC UN","","NETWORK","PIC","|AUA111S4",10.0000,.0000,10.0000,1.000000,10.00,"1","","","ALCATEL-LUCENT NORTH AMERICA","AUA111"
"  001","01SHU","AUA11C-RF","CARD SLC-5 PWR CONVR/ADD AUTO","","NETWORK","PIC","|AUA11C-RF",15.0000,.0000,15.0000,1.000000,15.00,"1","","","ALCATEL-LUCENT NORTH AMERICA","AUA11C"
"  001","01SHU","AUA11-RF","CARD POWER CONVERTER SLC-5","","NETWORK","PIC","|AUA11-RF",2.0000,.0000,2.0000,1.000000,2.00,"1","","","ALCATEL-LUCENT NORTH AMERICA","AUA11"
"  001","01SHU","AUA109S3-RF","CARD SLC-5 CKT PACK","","NETWORK","PIC","|AUA109S3-RF",3.0000,.0000,3.0000,1.000000,3.00,"1","","","ALCATEL-LUCENT NORTH AMERICA","AUA109"
"  001","01SHU","AUA109","CARD TRANSMIT/RECEIVE UNIT RT","","NETWORK","PIC","|AUA109",9.0000,.0000,9.0000,1.000000,9.00,"1","","","ALCATEL-LUCENT NORTH AMERICA","AUA109"
"  001","01SHU","AUA105BS1","PIC TRANS/RECEIVE","","NETWORK","PIC","|AUA105BS1",12.0000,.0000,12.0000,1.000000,12.00,"1","","","ALCATEL-LUCENT NORTH AMERICA","AUA105B"
"  001","01SHU","AUA105","C/T AUA105-RF UNIT T/R MFD","","NETWORK","PIC","|AUA105",2.0000,.0000,2.0000,1.000000,2.00,"1","","","ALCATEL-LUCENT NORTH AMERICA","AUA105"
"  001","01SHU","AUA1S2","PIC SLC5 TRMT/RCV UN","","NETWORK","PIC","|AUA1S2",8.0000,.0000,8.0000,1.000000,8.00,"1","","","ALCATEL-LUCENT NORTH AMERICA","AUA1"
"  001","01SHU","NT3A42AA-RF","CARD DMS-1U TIMING","","NETWORK","PIC","|NT3A42AA-RF",1.0000,.0000,1.0000,1.000000,1.00,"1","","","NORTEL","NT3A42AA"
"  001","01SHU","ASCM0254C00","PIC GFR224 QAM MODULATION CARD","","NETWORK","PIC","|ASCM0254C00",1.0000,.0000,1.0000,1.000000,1.00,"1","","","BIGBAND NETWORKS INC","ASCM0254C00"
"  001","01SHU","NT3A42AB-RF","CARD TIMING DMS-1U","","NETWORK","PIC","|NT3A42AB-RF",1.0000,.0000,1.0000,1.000000,1.00,"1","","","NORTEL","NT3A42AB"
"  001","01SHU","NT3A42AC","PIC DMS-1U TIMING","","NETWORK","PIC","|NT3A42AC",3.0000,.0000,3.0000,1.000000,3.00,"1","","","NORTEL","NT3A42AC"
"  001","01SHU","ASCM0176C01","PIC GFR222Q QPSK/QAM MOD","","NETWORK","PIC","|ASCM0176C01",1.0000,.0000,1.0000,1.000000,1.00,"1","","","ARRIS","ASCM0176C01"
"  001","01SHU","AKM64S2","PIC BUS EXTENDER AM64","","NETWORK","PIC","|AKM64S2",10.0000,.0000,10.0000,1.000000,10.00,"1","","","ALCATEL-LUCENT NORTH AMERICA","AKM64"
"  001","01SHU","AKM6","PIC DDM-1000 DS3U2 S1-S2","","NETWORK","PIC","|AKM6",7.0000,.0000,7.0000,1.000000,7.00,"1","","","ALCATEL-LUCENT NORTH AMERICA","AKM6"
"  001","01SHU","AKM56S2","PIC PACK CKT DISTR","","NETWORK","PIC","|AKM56S2",4.0000,.0000,4.0000,1.000000,4.00,"1","","","ALCATEL-LUCENT NORTH AMERICA","AKM56"
"  001","01SHU","AKM46B-RF","CARD DS1 INTERFACE","","NETWORK","PIC","|AKM46B-RF",8.0000,.0000,8.0000,1.000000,8.00,"1","","","ALCATEL-LUCENT NORTH AMERICA","AKM46B"
"  001","01SHU","NT3A44AA-S06-RF","CARD DMS-1U MET TEST ACC","","NETWORK","PIC","|NT3A44AA-S06-RF",10.0000,.0000,10.0000,1.000000,10.00,"1","","","NORTEL","NT3A44AA"
"  001","01SHU","AKM2C-RF","CARD DDM-1000 MXR3 PK CKT S1 S","","NETWORK","PIC","|AKM2C-RF",2.0000,.0000,2.0000,1.000000,2.00,"1","","","ALCATEL-LUCENT NORTH AMERICA","AKM2C"
"  001","01SHU","AJT7B","PACK CKT","","NETWORK","PIC","|AJT7B",1.0000,.0000,1.0000,1.000000,1.00,"1","","","ALCATEL-LUCENT NORTH AMERICA","AJT7B"
"  001","01SHU","AHG9","PACK CKT","","NETWORK","PIC","|AHG9",8.0000,.0000,8.0000,1.000000,8.00,"1","","","ALCATEL-LUCENT NORTH AMERICA","AHG9"
"  001","01SHU","NT3A46ABS04","PIC DMS-1U FUSE/ALARM","","NETWORK","PIC","|NT3A46ABS04",3.0000,.0000,3.0000,1.000000,3.00,"1","","","NORTEL","NT3A46AB"
"  001","01SHU","AEK90-RF","CARD DS-1 REPEATER","","NETWORK","PIC","|AEK90-RF",11.0000,.0000,11.0000,1.000000,11.00,"1","","","ALCATEL-LUCENT NORTH AMERICA","AEK90"
"  001","01SHU","NT3A52AA","PIC CARD REPEATER MFD","","NETWORK","PIC","|NT3A52AA",10.0000,.0000,10.0000,1.000000,10.00,"1","","","NORTEL","NT3A52AA"
"  001","01SHU","AEK89S1","PIC DSX TEST PACK CKT","","NETWORK","PIC","|AEK89S1",3.0000,.0000,3.0000,1.000000,3.00,"1","","","ALCATEL-LUCENT NORTH AMERICA","AEK89"
"  001","01SHU","AEK88","REPEATER PACK CKT","","NETWORK","PIC","|AEK88",7.0000,.0000,7.0000,1.000000,7.00,"1","","","ALCATEL-LUCENT NORTH AMERICA","AEK88"
"  001","01SHU","AEK86","PIC T1 REPEATER CKT PACK S1-S3","","NETWORK","PIC","|AEK86",2.0000,.0000,2.0000,1.000000,2.00,"1","","","ALCATEL","AEK86"
"  001","01SHU","AEK39S1","PIC DDM 1000 BP1 CP BLANK","","NETWORK","PIC","|AEK39S1",14.0000,.0000,14.0000,1.000000,14.00,"1","","","ALCATEL-LUCENT NORTH AMERICA","AEK39"
"  001","01SHU","AEK36CS3-RF","CARD DS1 INTRFC 105510895","","NETWORK","PIC","|AEK36CS3-RF",2.0000,.0000,2.0000,1.000000,2.00,"1","","","ALCATEL-LUCENT NORTH AMERICA","AEK36C"
"  001","01SHU","AEK36-RF","PIC DS1 INTFC1 CIRCUIT S1-S3","","NETWORK","PIC","|AEK36-RF",1.0000,.0000,1.0000,1.000000,1.00,"1","","","ALCATEL-LUCENT NORTH AMERICA","AEK36"
"  001","01SHU","NT3A52AB-S02-RF","PIC DMS-1U OFC REPEATER/PWRG","","NETWORK","PIC","|NT3A52AB-S02-RF",1.0000,.0000,1.0000,1.000000,1.00,"1","","","NORTEL","NT3A52AB"
"  001","01SHU","AE-37G-2","CARD LTS-3139 CH MON","","NETWORK","PIC","|AE-37G-2",3.0000,.0000,3.0000,1.000000,3.00,"1","","","ALCATEL-LUCENT NORTH AMERICA","AE-37G-2"
"  001","01SHU","AE-21M-2","CARD LTS-1565D OW INTFC","","NETWORK","PIC","|AE-21M-2",1.0000,.0000,1.0000,1.000000,1.00,"1","","","ALCATEL-LUCENT NORTH AMERICA","AE-21M-2"
"  001","01SHU","AE-21L-2-RF","CARD DML3X50 OW INTFC","","NETWORK","PIC","|AE-21L-2-RF",1.0000,.0000,1.0000,1.000000,1.00,"1","","","ALCATEL-LUCENT NORTH AMERICA","AE-21L-2"
"  001","01SHU","AE-18P-1","DTMF KEYPAD","","NETWORK","PIC","|AE-18P-1",1.0000,.0000,1.0000,1.000000,1.00,"1","","","ALCATEL-LUCENT NORTH AMERICA","AE-18P-1"
"  001","01SHU","NT3A52AC-RF","CARD REPEATER FOR DMS-1 URBAN","PRS REQUEST:  207968","NETWORK","PIC","|NT3A52AC-RF",10.0000,.0000,10.0000,1.000000,10.00,"1","","","NORTEL","NT3A52AC"
"  001","01SHU","ACU4032REVA3","C/T ACU4032REVA3-RF CARD WECO","","NETWORK","PIC","|ACU4032REVA3",17.0000,.0000,17.0000,1.000000,17.00,"1","","","PULSECOM","ACU-403/2"
"  001","01SHU","ACU-RF","PIC WECO D4 ALARM CNTRL UNIT","","NETWORK","PIC","|ACU-RF",1.0000,.0000,1.0000,1.000000,1.00,"1","","","HUBBELL","ACU"
"  001","01SHU","NT3A53AA","UNIT ORDER WIRE/FAULT LOC (CT/","","NETWORK","PIC","|NT3A53AA",11.0000,.0000,11.0000,1.000000,11.00,"1","","","NORTHERN TEL","NT3A53AA"
"  001","01SHU","NT3A54AA-S05-RF","CARD DMS-1U OFF REPEATER","","NETWORK","PIC","|NT3A54AA-S05-RF",13.0000,.0000,13.0000,1.000000,13.00,"1","","","NORTEL","NT3A54AA"
"  001","01SHU","NT3A54ACS04-RF","CARD DMS-1U OFF REPEATER/N-POW","","NETWORK","PIC","|NT3A54ACS04-RF",3.0000,.0000,3.0000,1.000000,3.00,"1","","","NORTEL","NT3A54AC"
"  001","01SHU","NT3A64AB","CONTROLLER ALARM SURVEILLANCE","","NETWORK","PIC","|NT3A64AB",7.0000,.0000,7.0000,1.000000,7.00,"1","","","NORTEL","NT3A64AB"
"  001","01SHU","NT3A66FH-S01-RF","CARD DMS1U SFTWR CONT","","NETWORK","PIC","|NT3A66FH-S01-RF",4.0000,.0000,4.0000,1.000000,4.00,"1","","","NORTEL","NT3A66FH"
"  001","01SHU","NT3A67FHS02","PIC DMS-1U SFTWR CONT (S1-S2)","","NETWORK","PIC","|NT3A67FHS02",6.0000,.0000,6.0000,1.000000,6.00,"1","","","NORTEL","NT3A67FH"
"  001","01SHU","NT3A68AA-RF","CARD DMS-1U DS-1 INTERFACE","","NETWORK","PIC","|NT3A68AA-RF",2.0000,.0000,2.0000,1.000000,2.00,"1","","","NORTEL","NT3A68AA"
"  001","01SHU","NT3T10AC-SC-RF","PIC DMS-10 MAGNETIC TAPE CONTR","","NETWORK","PIC","|NT3T10AC-SC-RF",2.0000,.0000,2.0000,1.000000,2.00,"1","","","NORTEL","NT3T10AC"
"  001","01SHU","NT3T19AE-S01-RF","CARD DMS10 5/12V PWR CONVR","","NETWORK","PIC","|NT3T19AE-S01-RF",1.0000,.0000,1.0000,1.000000,1.00,"1","","","NORTEL","NT3T19AE"
"  001","01SHU","NT3T45DB-SA-RF","CARD DMS-10 CPU BUS TERM","","NETWORK","PIC","|NT3T45DB-SA-RF",1.0000,.0000,1.0000,1.000000,1.00,"1","","","NORTEL","NT3T45DB"
"  001","01SHU","NT3T70BD-S01-RF","CARD DMS-10 SYS BUS CONTROLLER","","NETWORK","PIC","|NT3T70BD-S01-RF",1.0000,.0000,1.0000,1.000000,1.00,"1","","","NORTEL","NT3T70BD"
"  001","01SHU","NT3T71ABSE-RF","PIC DMS-10 MAINTENANCE INFC","","NETWORK","PIC","|NT3T71ABSE-RF",2.0000,.0000,2.0000,1.000000,2.00,"1","","","NORTEL","NT3T71AB"
"  001","01SHU","NT3T84AA","PIC DMS10 SYS PROCR BD","","NETWORK","PIC","|NT3T84AA",1.0000,.0000,1.0000,1.000000,1.00,"1","","","NORTEL","NT3T84AA"
"  001","01SHU","NT3T98AA-RF","MODULE DMS10 SYS PROCESSOR","","NETWORK","PIC","|NT3T98AA-RF",1.0000,.0000,1.0000,1.000000,1.00,"1","","","NORTEL","NT3T98AA"
"  001","01SHU","NT3X09BAS14","PIC DMS-100 8X8 MATX","","NETWORK","PIC","|NT3X09BAS14",12.0000,.0000,12.0000,1.000000,12.00,"1","","","NORTEL","NT3X09BA"
"  001","01SHU","NT3X83AA-S21-RF","CARD DMS-100 OAU ALARM TRNS","","NETWORK","PIC","|NT3X83AA-S21-RF",5.0000,.0000,5.0000,1.000000,5.00,"1","","","NORTEL","NT3X83AA"
"  001","01SHU","NT4A16CA-S01-RF","CARD DMS-1U DIGITAL SUBSCRIBER","","NETWORK","PIC","|NT4A16CA-S01-RF",6.0000,.0000,6.0000,1.000000,6.00,"1","","","NORTEL","NT4A16CA"
"  001","01SHU","NT4K17BAS12","PIC S/DMS ACC COOLING MOD","","NETWORK","PIC","|NT4K17BAS12",1.0000,.0000,1.0000,1.000000,1.00,"1","","","NORTEL","NT4K17BA"
"  001","01SHU","NT4K30AA-RF","CARD ADM BNC I/O","","NETWORK","PIC","|NT4K30AA-RF",18.0000,.0000,18.0000,1.000000,18.00,"1","","","NORTEL","NT4K30AA"
"  001","01SHU","NT4K31AA-RF","CARD S/DMS ACC PROTECTION BUS","","NETWORK","PIC","|NT4K31AA-RF",15.0000,.0000,15.0000,1.000000,15.00,"1","","","NORTEL","NT4K31AA"
"  001","01SHU","NT4K32AA-RF","CARD DS-1 INPUT","","NETWORK","PIC","|NT4K32AA-RF",11.0000,.0000,11.0000,1.000000,11.00,"1","","","NORTEL","NT4K32AA"
"  001","01SHU","NT4K32AAS04","PIC DS-1 INPUT CARD","","NETWORK","PIC","|NT4K32AAS04",9.0000,.0000,9.0000,1.000000,9.00,"1","","","NORTEL","NT4K32AA"
"  001","01SHU","NT4K33AA-RF","CARD S/DMS ACC DS-1 OUTPUT","","NETWORK","PIC","|NT4K33AA-RF",14.0000,.0000,14.0000,1.000000,14.00,"1","","","NORTEL","NT4K33AA"
"  001","01SHU","NT4K33AAS05","PIC S/DMS ACC DS-1 OUTPUT","","NETWORK","PIC","|NT4K33AAS05",10.0000,.0000,10.0000,1.000000,10.00,"1","","","NORTEL","NT4K33AA"
"  001","01SHU","NT4K50BA-RF","CARD S/DMS ACC LEFT EXT CD","","NETWORK","PIC","|NT4K50BA-RF",4.0000,.0000,4.0000,1.000000,4.00,"1","","","NORTEL","NT4K50BA"
"  001","01SHU","NT4K50BAS51","PIC S/DMS ACC PROCESSOR","","NETWORK","CARD","|NT4K50BAS51",4.0000,.0000,4.0000,1.000000,4.00,"1","","","NORTEL","NT4K52BC"
"  001","01SHU","NT4K52BCS55","PIC CARD OC-12 APPL PROCESSOR","","NETWORK","PIC","|NT4K52BCS55",1.0000,.0000,1.0000,1.000000,1.00,"1","","","NORTHERN TEL","NT4K52BCS55"
"  001","01SHU","NT4K53AB","CARD OC-12 MAINT INTERF","","NETWORK","PIC","|NT4K53AB",4.0000,.0000,4.0000,1.000000,4.00,"1","","","NORTEL","NT4K53AB"
"  001","01SHU","NT4K58MAS01","PIC S/DMS ACC PWR TERM CD","","NETWORK","PIC","|NT4K58MAS01",12.0000,.0000,12.0000,1.000000,12.00,"1","","","NORTHERN TEL","NT4K58MA"
"  001","01SHU","NT4K58MAS04","PIC S/DMS ACC POWER TERMINATIO","","NETWORK","PIC","|NT4K58MAS04",1.0000,.0000,1.0000,1.000000,1.00,"1","","","NORTEL","NT4K58MA"
"  001","01SHU","NT4K60BA-RF","CARD S/DMS ACC DS3 PROTN SW","","NETWORK","PIC","|NT4K60BA-RF",10.0000,.0000,10.0000,1.000000,10.00,"1","","","NORTEL","NT4K60BA"
